,Unnamed: 0,beta,rr_sus_slat,rr_sus_rec,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,p_primary,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas,k_covid
174,174,9.60477930464203,0.2131583877029846,0.2909471646924397,0.0305246840143283,0.1800278884648455,0.0147213991146584,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.244 -> 3.164(45%) -> 4.120(45%)),0.7876210783313832
175,175,9.226662000886014,0.2400389144681141,0.2377473762153922,0.0205612207527173,0.1547155011204267,0.0133876636796666,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.196 -> 3.371(45%) -> 4.314(45%)),0.7876210783313832
176,176,8.417961261954957,0.4844558454741995,0.184220486768165,0.021309804686232,0.1564256080404796,0.0427501640517828,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.158 -> 3.307(45%) -> 3.958(45%)),0.7876210783313832
177,177,7.5244590584526465,0.6602891497495267,0.2847476559292495,0.0313697775296695,0.1517489243993469,0.0373721801575238,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.191 -> 3.711(45%) -> 5.183(45%)),0.7876210783313832
178,178,8.209513614223642,0.4284271773058262,0.2176204116285975,0.0383351493027972,0.2090409732264552,0.0079527863848382,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.185 -> 3.801(45%) -> 4.229(45%)),0.7876210783313832
179,179,8.294416339902929,0.4251381358273591,0.2849050867832787,0.0302481740737066,0.1982821503111951,0.02757637603919,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.117 -> 3.787(45%) -> 3.755(45%)),0.7876210783313832
180,180,8.323843604549612,0.3862868187530496,0.1706643694740224,0.0325580449500674,0.2259928552846931,0.0085201749870198,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.156 -> 3.096(45%) -> 4.448(45%)),0.7876210783313832
181,181,7.599306051837997,0.7354286733002457,0.2327194190464982,0.0305643248207756,0.2039684573017704,0.0375836010577141,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.127 -> 4.029(45%) -> 4.092(45%)),0.7876210783313832
182,182,8.396779347704133,0.408679501938395,0.2970795020748651,0.026876815428086,0.1962548384318969,0.017219323788543,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.209 -> 3.220(45%) -> 4.345(45%)),0.7876210783313832
183,183,8.783769590826736,0.3489930060691624,0.2111842343484113,0.0345512738427259,0.2193957914793852,0.0330279180513379,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.129 -> 3.654(45%) -> 4.367(45%)),0.7876210783313832
184,184,9.357756062735032,0.2118079478542559,0.2645054709832864,0.0288630521397416,0.1935083766815438,0.0100263262674126,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.204 -> 3.773(45%) -> 3.887(45%)),0.7876210783313832
185,185,8.74430590343647,0.3594938467431653,0.2235889057261992,0.0353039799427537,0.1966172129114072,0.0329893104480197,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.229 -> 3.116(45%) -> 3.932(45%)),0.7876210783313832
186,186,9.936220996734509,0.2167135939102204,0.2323014274963551,0.0264453040127386,0.172153806225763,0.0307606356315516,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.202 -> 3.862(45%) -> 3.912(45%)),0.7876210783313832
187,187,8.859333590216563,0.3869895017393401,0.290865084101563,0.032188009953789,0.2232846539331988,0.0494053565307663,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.160 -> 3.901(45%) -> 4.216(45%)),0.7876210783313832
188,188,8.398316132158099,0.5356274639308215,0.201869786485065,0.0213166893748612,0.2184161270263803,0.0366880214701735,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.228 -> 3.357(45%) -> 3.419(45%)),0.7876210783313832
189,189,8.975254036341793,0.410497034173927,0.176652278892146,0.0299739920747282,0.224457139402278,0.0297936831428263,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.202 -> 3.128(45%) -> 3.637(45%)),0.7876210783313832
190,190,9.267878034414808,0.2096687457518561,0.2545272376989317,0.0242619146026526,0.1589827802008714,0.0241137362943178,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.152 -> 3.224(45%) -> 4.232(45%)),0.7876210783313832
191,191,8.246852847660874,0.3263403577956898,0.2330537508791282,0.0340461941026652,0.1644428238640634,0.0234402470380359,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.152 -> 3.314(45%) -> 4.166(45%)),0.7876210783313832
192,192,9.97570517125567,0.3039813753578229,0.2587896336895143,0.0203274552808247,0.2397881664196661,0.0379774318236781,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.143 -> 3.593(45%) -> 3.822(45%)),0.7876210783313832
193,193,8.398316132158099,0.5356274639308215,0.201869786485065,0.0213166893748612,0.2184161270263803,0.0366880214701735,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.168 -> 3.850(45%) -> 3.879(45%)),0.7876210783313832
194,194,7.8130980294254915,0.512735853494267,0.2266949148099285,0.0285438459389449,0.1897541782877593,0.0221565847931279,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.226 -> 3.168(45%) -> 4.250(45%)),0.7876210783313832
195,195,8.344679411728414,0.4255834878531728,0.2696166437169734,0.0262681517269793,0.1836417109820626,0.0415502548945627,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.242 -> 3.316(45%) -> 4.063(45%)),0.7876210783313832
196,196,8.417961261954957,0.4844558454741995,0.184220486768165,0.021309804686232,0.1564256080404796,0.0427501640517828,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.269 -> 3.009(45%) -> 4.328(45%)),0.7876210783313832
197,197,8.633433029862992,0.2800135501949862,0.2586530979215256,0.0362187035581176,0.2228543927526948,0.00878119684436,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.083 -> 3.700(45%) -> 4.627(45%)),0.7876210783313832
198,198,9.993317606201652,0.3030090707580825,0.2816206674188374,0.0216982977643341,0.2065505399264848,0.0413418978287757,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.250 -> 2.977(45%) -> 3.913(45%)),0.7876210783313832
199,199,9.170417018411747,0.2010205990241976,0.195067294908947,0.039641551926364,0.1571991696837442,0.0322727805945066,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.215 -> 3.084(45%) -> 4.083(45%)),0.7876210783313832
