,Unnamed: 0,beta,rr_sus_slat,rr_sus_rec,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,p_primary,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas,k_covid_2020,k_covid_2021
259,259,13.031616293969428,0.6446085779975929,0.2227899083936224,0.0329906801936951,0.191442820097564,0.060496492104611,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.425 -> 3.354(40%) -> 3.788(70%)),1.0,1.0
260,260,12.531603496342653,0.5400696991299093,0.2721154684099888,0.0378622611070967,0.1562663995691169,0.0538192361687234,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.151 -> 2.993(40%) -> 3.464(70%)),1.0,1.0
261,261,12.474863434426252,0.7087167997027817,0.2091888180886142,0.0331853046599558,0.1634873068522106,0.0593871593488534,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.488 -> 3.167(40%) -> 3.386(70%)),1.0,1.0
262,262,19.18195846183306,0.2923170922232944,0.2053602072458458,0.0313512528402498,0.2227375225691642,0.0802523548558749,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.435 -> 4.065(40%) -> 5.119(70%)),1.0,1.0
263,263,13.27099435161579,0.4777429284955604,0.1688211830072609,0.0260361845343724,0.216758903805618,0.0569300704315724,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.460 -> 3.330(40%) -> 3.687(70%)),1.0,1.0
264,264,17.016420850929443,0.4051268430672159,0.2563493511233146,0.0386883667356002,0.1975012747288524,0.0849817905421308,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.415 -> 3.263(40%) -> 4.826(70%)),1.0,1.0
265,265,12.248685689259128,0.4358430543706495,0.2364641866754041,0.03884723036295,0.1880373576288686,0.0341826891469793,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.430 -> 3.184(40%) -> 4.270(70%)),1.0,1.0
266,266,16.409759069107842,0.4253020232769202,0.2197614361480861,0.0320942404120804,0.2445060055715591,0.0911070053622407,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.823 -> 2.777(40%) -> 3.668(70%)),1.0,1.0
267,267,17.54649414999935,0.3234377631480362,0.2581009116635165,0.0214945325197039,0.2173303948392218,0.046854193038855,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.643 -> 3.611(40%) -> 2.889(70%)),1.0,1.0
268,268,12.068839792472891,0.6190671018240435,0.2598296677628825,0.033363612442242,0.2380262763861077,0.0625831647177664,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.274 -> 3.802(40%) -> 4.230(70%)),1.0,1.0
269,269,15.458463783397503,0.3429706902426276,0.2012572729551917,0.02659870559342,0.1588220332843212,0.0410235062614862,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.421 -> 3.632(40%) -> 3.623(70%)),1.0,1.0
270,270,12.715432583540569,0.6688362164705767,0.1831803924852644,0.0331465997960023,0.2437721240866401,0.0705669845559837,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.432 -> 3.195(40%) -> 5.318(70%)),1.0,1.0
271,271,15.34596478693587,0.3963346229289974,0.1594087698150477,0.0308200585425499,0.2197916999894233,0.0406626719071073,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.424 -> 4.389(40%) -> 3.786(70%)),1.0,1.0
272,272,12.901804065355682,0.4837951271536269,0.1528918623827606,0.0395942372248405,0.1969696230041704,0.0262833491425965,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.541 -> 2.145(40%) -> 4.807(70%)),1.0,1.0
273,273,11.757989361003274,0.5052640284477514,0.2451288769246116,0.0240275727531794,0.1934351597677449,0.0232180817267834,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.481 -> 3.290(40%) -> 3.854(70%)),1.0,1.0
274,274,17.016420850929443,0.4051268430672159,0.2563493511233146,0.0386883667356002,0.1975012747288524,0.0849817905421308,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.600 -> 3.025(40%) -> 4.243(70%)),1.0,1.0
275,275,14.170438755569885,0.4557751690348381,0.280921925748722,0.0372119162998765,0.2002699967377804,0.0610714053122451,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.520 -> 3.769(40%) -> 4.055(70%)),1.0,1.0
276,276,17.016420850929443,0.4051268430672159,0.2563493511233146,0.0386883667356002,0.1975012747288524,0.0849817905421308,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.367 -> 3.372(40%) -> 3.753(70%)),1.0,1.0
277,277,18.628689963064733,0.3392039684697761,0.1960858766797804,0.0206951914294468,0.2053890646751654,0.0734514259629739,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.405 -> 3.072(40%) -> 5.288(70%)),1.0,1.0
278,278,16.40542669577436,0.3430331164466726,0.2374538581175712,0.0257675108256972,0.2381618819307799,0.0487168273435082,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.427 -> 2.593(40%) -> 4.629(70%)),1.0,1.0
279,279,13.064743389922825,0.5367586829676242,0.2354356014071611,0.0296206382556937,0.2054286428767455,0.0372239169508291,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.347 -> 3.810(40%) -> 3.054(70%)),1.0,1.0
280,280,18.445301239267177,0.2805647740791885,0.1583695237276309,0.0346194255555686,0.2086172659543422,0.0607683861351897,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.102 -> 2.627(40%) -> 3.155(70%)),1.0,1.0
281,281,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.440 -> 3.136(40%) -> 3.538(70%)),1.0,1.0
282,282,18.4273253879596,0.3830105831143242,0.2902131275764457,0.0201703701208626,0.1972878560046217,0.0818423134847562,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.387 -> 2.313(40%) -> 5.528(70%)),1.0,1.0
283,283,22.959388679764544,0.2350320497322006,0.2290462888816743,0.0357141664573103,0.2433921187519594,0.0846261638935322,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.323 -> 3.678(40%) -> 4.032(70%)),1.0,1.0
284,284,18.93507457205531,0.3671241620243888,0.254862647830447,0.0284607259507271,0.2214113383502727,0.0928214665841348,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.489 -> 3.586(40%) -> 4.026(70%)),1.0,1.0
285,285,15.137267747426234,0.4215023338090075,0.2332420159205918,0.0376669679541128,0.1874364619065846,0.0773402613806125,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.432 -> 2.977(40%) -> 5.760(70%)),1.0,1.0
286,286,12.851547717657796,0.4714608085480193,0.2561751957013503,0.0239043849945249,0.1709520427546868,0.0837034497649661,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.548 -> 3.216(40%) -> 4.458(70%)),1.0,1.0
287,287,13.472940691302767,0.5326942274807562,0.256992813979305,0.0295488634083514,0.161403345459482,0.0439726793514383,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.860 -> 3.659(40%) -> 3.626(70%)),1.0,1.0
288,288,11.208935578532111,0.5667211529791647,0.2112257783989974,0.0335179464471218,0.1861513979784568,0.0486254998222546,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.360 -> 3.261(40%) -> 4.047(70%)),1.0,1.0
289,289,14.025186313139123,0.519342439580722,0.2545568825314126,0.0329578384427592,0.1705459849728403,0.0976840430798182,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.601 -> 3.878(40%) -> 3.503(70%)),1.0,1.0
290,290,21.07098909475316,0.2363618068083982,0.2963020565284063,0.0351523345292046,0.202562512927812,0.0889986177265678,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.409 -> 2.984(40%) -> 4.244(70%)),1.0,1.0
291,291,13.888196011883927,0.4262510215798724,0.2990897133685294,0.0237524277458937,0.1717205757976749,0.0231320633508181,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.666 -> 2.909(40%) -> 4.142(70%)),1.0,1.0
292,292,13.779144541439129,0.4523268716028146,0.2460464966840792,0.0301000609397052,0.1898414912287002,0.0691393508135114,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.528 -> 3.619(40%) -> 3.794(70%)),1.0,1.0
293,293,26.197183534481457,0.2221237612802127,0.1702447864261504,0.0288699694579402,0.1639244474486121,0.0920716036429397,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.429 -> 3.590(40%) -> 4.427(70%)),1.0,1.0
294,294,15.469604052032292,0.3045086389943292,0.3007518334437972,0.0246706871915506,0.183245579515655,0.0345218559943069,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.649 -> 3.637(40%) -> 4.896(70%)),1.0,1.0
295,295,20.84975651608757,0.2027280538532559,0.2154840088503008,0.0318341373588265,0.170685601915216,0.0461538399863638,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.486 -> 2.949(40%) -> 3.706(70%)),1.0,1.0
296,296,16.354219966048902,0.4114517729009991,0.2354558391049058,0.0386236954146792,0.2467935282754045,0.0855194979404753,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.597 -> 4.203(40%) -> 3.696(70%)),1.0,1.0
297,297,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.402 -> 3.969(40%) -> 2.794(70%)),1.0,1.0
298,298,15.137267747426234,0.4215023338090075,0.2332420159205918,0.0376669679541128,0.1874364619065846,0.0773402613806125,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.345 -> 3.985(40%) -> 4.196(70%)),1.0,1.0
299,299,18.628689963064733,0.3392039684697761,0.1960858766797804,0.0206951914294468,0.2053890646751654,0.0734514259629739,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.488 -> 3.452(40%) -> 5.661(70%)),1.0,1.0
